Day,HR,Demand (MW)
21-Oct-2016,3,26461.5
21-Oct-2016,4,26189.0
21-Oct-2016,5,27398.5
21-Oct-2016,6,31827.0
21-Oct-2016,7,38099.5
21-Oct-2016,8,39791.5
21-Oct-2016,9,39453.5
21-Oct-2016,10,38642.5
21-Oct-2016,11,37970.0
21-Oct-2016,12,37149.5
21-Oct-2016,13,36241.0
21-Oct-2016,14,36012.5
21-Oct-2016,15,36078.5
21-Oct-2016,16,37603.0
21-Oct-2016,17,39858.0
21-Oct-2016,18,42253.0
21-Oct-2016,19,40890.5
21-Oct-2016,20,38194.0
21-Oct-2016,21,36051.5
21-Oct-2016,22,32941.5
21-Oct-2016,23,29186.5
22-Oct-2016,0,27897.5
22-Oct-2016,1,27949.0
22-Oct-2016,2,27396.0
22-Oct-2016,3,25237.5
22-Oct-2016,4,25022.0
22-Oct-2016,5,26401.5
22-Oct-2016,6,28416.5
22-Oct-2016,7,30818.0
22-Oct-2016,8,33660.5
22-Oct-2016,9,34178.0
22-Oct-2016,10,34001.5
22-Oct-2016,11,33315.5
22-Oct-2016,12,32943.0
22-Oct-2016,13,32025.0
22-Oct-2016,14,31719.5
22-Oct-2016,15,32266.5
22-Oct-2016,16,34086.5
22-Oct-2016,17,35821.5
22-Oct-2016,18,38309.5
22-Oct-2016,19,36639.0
22-Oct-2016,20,34776.5
22-Oct-2016,21,33536.0
22-Oct-2016,22,30665.5
22-Oct-2016,23,26276.0
23-Oct-2016,0,25479.5
23-Oct-2016,1,24954.5
23-Oct-2016,2,24651.5
23-Oct-2016,3,23849.5
23-Oct-2016,4,23090.5
23-Oct-2016,5,23336.5
23-Oct-2016,6,24847.0
23-Oct-2016,7,26989.0
23-Oct-2016,8,28134.5
23-Oct-2016,9,29834.5
23-Oct-2016,10,30116.5
23-Oct-2016,11,29903.0
23-Oct-2016,12,29772.5
23-Oct-2016,13,29241.0
23-Oct-2016,14,29424.5
23-Oct-2016,15,30452.0
23-Oct-2016,16,32860.0
23-Oct-2016,17,35793.5
23-Oct-2016,18,38298.0
23-Oct-2016,19,36893.5
23-Oct-2016,20,34617.5
23-Oct-2016,21,32750.0
23-Oct-2016,22,30518.0
23-Oct-2016,23,26884.0
24-Oct-2016,0,25711.0
24-Oct-2016,1,26349.5
24-Oct-2016,2,26394.0
24-Oct-2016,3,26011.0
24-Oct-2016,4,25799.5
24-Oct-2016,5,26572.5
24-Oct-2016,6,30798.0
24-Oct-2016,7,37148.0
24-Oct-2016,8,39924.5
24-Oct-2016,9,40618.0
24-Oct-2016,10,40612.0
24-Oct-2016,11,40592.5
24-Oct-2016,12,40419.0
24-Oct-2016,13,40475.5
24-Oct-2016,14,39957.0
24-Oct-2016,15,39347.0
24-Oct-2016,16,40328.5
24-Oct-2016,17,42439.5
24-Oct-2016,18,44298.5
24-Oct-2016,19,42832.5
24-Oct-2016,20,40239.0
24-Oct-2016,21,37795.5
24-Oct-2016,22,34471.5
24-Oct-2016,23,31242.5
25-Oct-2016,0,29120.0
25-Oct-2016,1,28559.0
25-Oct-2016,2,27642.0
25-Oct-2016,3,27678.5
25-Oct-2016,4,28290.0
25-Oct-2016,5,29586.0
25-Oct-2016,6,33447.5
25-Oct-2016,7,39048.5
25-Oct-2016,8,40400.5
25-Oct-2016,9,40215.0
25-Oct-2016,10,39956.5
25-Oct-2016,11,40066.0
25-Oct-2016,12,39186.5
25-Oct-2016,13,38904.5
25-Oct-2016,14,38823.0
25-Oct-2016,15,38210.0
25-Oct-2016,16,39144.0
25-Oct-2016,17,41730.5
25-Oct-2016,18,44032.5
25-Oct-2016,19,42680.0
25-Oct-2016,20,39772.0
25-Oct-2016,21,37429.0
25-Oct-2016,22,33324.0
25-Oct-2016,23,29292.5
26-Oct-2016,0,27981.0
26-Oct-2016,1,27921.5
26-Oct-2016,2,27020.0
26-Oct-2016,3,26849.0
26-Oct-2016,4,26943.0
26-Oct-2016,5,28155.0
26-Oct-2016,6,31875.5
26-Oct-2016,7,37455.0
26-Oct-2016,8,40077.5
26-Oct-2016,9,40344.0
26-Oct-2016,10,39622.0
26-Oct-2016,11,38701.5
26-Oct-2016,12,38300.0
26-Oct-2016,13,37183.5
26-Oct-2016,14,36944.5
26-Oct-2016,15,37667.5
26-Oct-2016,16,39325.5
26-Oct-2016,17,40197.5
26-Oct-2016,18,43169.0
26-Oct-2016,19,41838.0
26-Oct-2016,20,39431.5
26-Oct-2016,21,37043.5
26-Oct-2016,22,33522.5
26-Oct-2016,23,29544.0
27-Oct-2016,0,28065.0
27-Oct-2016,1,27222.0
27-Oct-2016,2,26533.5
27-Oct-2016,3,26148.0
27-Oct-2016,4,26467.0
27-Oct-2016,5,27485.5
27-Oct-2016,6,31315.5
27-Oct-2016,7,36652.0
27-Oct-2016,8,39093.5
27-Oct-2016,9,39306.0
27-Oct-2016,10,38866.0
27-Oct-2016,11,38029.5
27-Oct-2016,12,37430.0
27-Oct-2016,13,36975.5
27-Oct-2016,14,37123.5
27-Oct-2016,15,37492.0
27-Oct-2016,16,38707.5
27-Oct-2016,17,39486.5
27-Oct-2016,18,41490.0
27-Oct-2016,19,39906.0
27-Oct-2016,20,38474.5
27-Oct-2016,21,35771.5
27-Oct-2016,22,32043.5
27-Oct-2016,23,27929.0
28-Oct-2016,0,26406.5
28-Oct-2016,1,25739.0
28-Oct-2016,2,25598.5
28-Oct-2016,3,25897.5
28-Oct-2016,4,25715.5
28-Oct-2016,5,26799.5
28-Oct-2016,6,30912.0
28-Oct-2016,7,36742.0
28-Oct-2016,8,39559.0
28-Oct-2016,9,39694.0
28-Oct-2016,10,39037.5
28-Oct-2016,11,38365.5
28-Oct-2016,12,38394.0
28-Oct-2016,13,38628.5
28-Oct-2016,14,38572.5
28-Oct-2016,15,37827.0
28-Oct-2016,16,37596.5
28-Oct-2016,17,39868.0
28-Oct-2016,18,42294.5
28-Oct-2016,19,40463.5
28-Oct-2016,20,37594.5
28-Oct-2016,21,35454.5
28-Oct-2016,22,32726.5
28-Oct-2016,23,28902.5
29-Oct-2016,0,27302.5
29-Oct-2016,1,27003.0
29-Oct-2016,2,26399.0
29-Oct-2016,3,25673.0
29-Oct-2016,4,25324.5
29-Oct-2016,5,26360.0
29-Oct-2016,6,28017.5
29-Oct-2016,7,30969.0
29-Oct-2016,8,32749.5
29-Oct-2016,9,34076.5
29-Oct-2016,10,34720.0
29-Oct-2016,11,34372.0
29-Oct-2016,12,33830.0
29-Oct-2016,13,33147.5
29-Oct-2016,14,32860.0
29-Oct-2016,15,33459.5
29-Oct-2016,16,34514.0
29-Oct-2016,17,37341.0
29-Oct-2016,18,38877.5
29-Oct-2016,19,36801.0
29-Oct-2016,20,34408.0
29-Oct-2016,21,33505.0
29-Oct-2016,22,30730.5
29-Oct-2016,23,26644.5
30-Oct-2016,0,24517.5
30-Oct-2016,1,25117.5
30-Oct-2016,2,24741.5
30-Oct-2016,3,23736.0
30-Oct-2016,4,23370.0
30-Oct-2016,5,23150.5
30-Oct-2016,6,23553.0
30-Oct-2016,7,25100.0
30-Oct-2016,8,26203.0
30-Oct-2016,9,29235.5
30-Oct-2016,10,31620.5
30-Oct-2016,11,32477.5
30-Oct-2016,12,32981.5
30-Oct-2016,13,33394.0
30-Oct-2016,14,33115.0
30-Oct-2016,15,33122.5
30-Oct-2016,16,34108.5
30-Oct-2016,17,37242.5
30-Oct-2016,18,40635.0
30-Oct-2016,19,40096.0
30-Oct-2016,20,37562.5
30-Oct-2016,21,35292.0
30-Oct-2016,22,32278.0
30-Oct-2016,23,28907.0
30-Oct-2016,24,26015.5
31-Oct-2016,0,25822.0
31-Oct-2016,1,25444.0
31-Oct-2016,2,24462.5
31-Oct-2016,3,23921.0
31-Oct-2016,4,24025.0
31-Oct-2016,5,27002.0
31-Oct-2016,6,30743.0
31-Oct-2016,7,36162.5
31-Oct-2016,8,37707.0
31-Oct-2016,9,37638.5
31-Oct-2016,10,36666.0
31-Oct-2016,11,35928.0
31-Oct-2016,12,35501.0
31-Oct-2016,13,35377.5
31-Oct-2016,14,36000.0
31-Oct-2016,15,37561.0
31-Oct-2016,16,41173.0
31-Oct-2016,17,43984.0
31-Oct-2016,18,42641.5
31-Oct-2016,19,41024.0
31-Oct-2016,20,38949.0
31-Oct-2016,21,35428.0
31-Oct-2016,22,32820.5
31-Oct-2016,23,28615.0
01-Nov-2016,0,27638.0
01-Nov-2016,1,26941.5
01-Nov-2016,2,25804.5
01-Nov-2016,3,24972.0
01-Nov-2016,4,24884.5
01-Nov-2016,5,26590.5
01-Nov-2016,6,31672.5
01-Nov-2016,7,36822.5
01-Nov-2016,8,38298.5
01-Nov-2016,9,38625.0
01-Nov-2016,10,38819.5
01-Nov-2016,11,39088.5
01-Nov-2016,12,39227.0
01-Nov-2016,13,39032.0
01-Nov-2016,14,39300.0
01-Nov-2016,15,39955.0
01-Nov-2016,16,42919.0
01-Nov-2016,17,46140.5
01-Nov-2016,18,45518.0
01-Nov-2016,19,43646.5
01-Nov-2016,20,40467.5
01-Nov-2016,21,37453.5
01-Nov-2016,22,33824.0
01-Nov-2016,23,29817.5
02-Nov-2016,0,28947.0
02-Nov-2016,1,27899.0
02-Nov-2016,2,26859.5
02-Nov-2016,3,26676.5
02-Nov-2016,4,26856.0
02-Nov-2016,5,28648.5
02-Nov-2016,6,33982.0
02-Nov-2016,7,39609.0
02-Nov-2016,8,40055.0
02-Nov-2016,9,39601.5
02-Nov-2016,10,38674.0
02-Nov-2016,11,38509.0
02-Nov-2016,12,38780.5
02-Nov-2016,13,39136.5
02-Nov-2016,14,39538.0
02-Nov-2016,15,39864.0
02-Nov-2016,16,43315.5
02-Nov-2016,17,47002.0
02-Nov-2016,18,46407.0
02-Nov-2016,19,45222.0
02-Nov-2016,20,42723.5
02-Nov-2016,21,38836.5
02-Nov-2016,22,35961.0
02-Nov-2016,23,31272.0
03-Nov-2016,0,29908.0
03-Nov-2016,1,29083.0
03-Nov-2016,2,27985.0
03-Nov-2016,3,27263.5
03-Nov-2016,4,27583.5
03-Nov-2016,5,29833.5
03-Nov-2016,6,34703.5
03-Nov-2016,7,38930.5
03-Nov-2016,8,40137.5
03-Nov-2016,9,40109.5
03-Nov-2016,10,39835.5
03-Nov-2016,11,39897.0
03-Nov-2016,12,40078.5
03-Nov-2016,13,41012.0
03-Nov-2016,14,41417.5
03-Nov-2016,15,42720.0
03-Nov-2016,16,44304.0
03-Nov-2016,17,46619.5
03-Nov-2016,18,45712.0
03-Nov-2016,19,43378.5
03-Nov-2016,20,41269.0
03-Nov-2016,21,38038.0
03-Nov-2016,22,34454.0
03-Nov-2016,23,31510.0
04-Nov-2016,0,30575.5
04-Nov-2016,1,29975.0
04-Nov-2016,2,29001.0
04-Nov-2016,3,27900.5
04-Nov-2016,4,27714.5
04-Nov-2016,5,29131.5
04-Nov-2016,6,33729.5
04-Nov-2016,7,38584.5
04-Nov-2016,8,39801.5
04-Nov-2016,9,40220.0
04-Nov-2016,10,39908.5
04-Nov-2016,11,39820.0
04-Nov-2016,12,40045.5
04-Nov-2016,13,39681.5
04-Nov-2016,14,40080.0
04-Nov-2016,15,41059.5
04-Nov-2016,16,43252.5
04-Nov-2016,17,45726.5
04-Nov-2016,18,44464.0
04-Nov-2016,19,42092.0
04-Nov-2016,20,39877.5
04-Nov-2016,21,37500.5
04-Nov-2016,22,33895.0
04-Nov-2016,23,29628.0
05-Nov-2016,0,28544.0
05-Nov-2016,1,27602.5
05-Nov-2016,2,26149.5
05-Nov-2016,3,24928.0
05-Nov-2016,4,24235.5
05-Nov-2016,5,24706.5
05-Nov-2016,6,26116.0
05-Nov-2016,7,28856.5
05-Nov-2016,8,31286.0
05-Nov-2016,9,32576.0
05-Nov-2016,10,32179.0
05-Nov-2016,11,31712.5
05-Nov-2016,12,31873.5
05-Nov-2016,13,31873.5
05-Nov-2016,14,32177.5
05-Nov-2016,15,33719.5
05-Nov-2016,16,37201.0
05-Nov-2016,17,41078.0
05-Nov-2016,18,39315.0
05-Nov-2016,19,36369.5
05-Nov-2016,20,35002.5
05-Nov-2016,21,32799.5
05-Nov-2016,22,30324.0
05-Nov-2016,23,27391.0
06-Nov-2016,0,26790.5
06-Nov-2016,1,26400.5
06-Nov-2016,2,25410.0
06-Nov-2016,3,24316.5
06-Nov-2016,4,23938.0
06-Nov-2016,5,24106.0
06-Nov-2016,6,24950.5
06-Nov-2016,7,26244.0
06-Nov-2016,8,27662.5
06-Nov-2016,9,29766.0
06-Nov-2016,10,30844.5
06-Nov-2016,11,32208.5
06-Nov-2016,12,33893.0
06-Nov-2016,13,34853.0
06-Nov-2016,14,35583.0
06-Nov-2016,15,36884.0
06-Nov-2016,16,40449.5
06-Nov-2016,17,43004.5
06-Nov-2016,18,41499.5
06-Nov-2016,19,39187.5
06-Nov-2016,20,36794.0
06-Nov-2016,21,34169.0
06-Nov-2016,22,31386.5
06-Nov-2016,23,28453.5
07-Nov-2016,0,27505.0
07-Nov-2016,1,27649.5
07-Nov-2016,2,27455.5
07-Nov-2016,3,27307.5
07-Nov-2016,4,27024.5
07-Nov-2016,5,28652.5
07-Nov-2016,6,34487.0
07-Nov-2016,7,40876.5
07-Nov-2016,8,41972.5
07-Nov-2016,9,41498.5
07-Nov-2016,10,40764.0
07-Nov-2016,11,40637.0
07-Nov-2016,12,41247.5
07-Nov-2016,13,41763.0
07-Nov-2016,14,42701.5
07-Nov-2016,15,42629.5
07-Nov-2016,16,45524.5
07-Nov-2016,17,48124.0
07-Nov-2016,18,47293.0
07-Nov-2016,19,46161.5
07-Nov-2016,20,43276.0
07-Nov-2016,21,40937.0
07-Nov-2016,22,37025.0
07-Nov-2016,23,34062.0
08-Nov-2016,0,32202.5
08-Nov-2016,1,31062.5
08-Nov-2016,2,30354.5
08-Nov-2016,3,29571.0
08-Nov-2016,4,30182.0
08-Nov-2016,5,32867.0
08-Nov-2016,6,37618.0
08-Nov-2016,7,43329.5
08-Nov-2016,8,43756.5
08-Nov-2016,9,44086.5
08-Nov-2016,10,44422.0
08-Nov-2016,11,43734.0
08-Nov-2016,12,44241.0
08-Nov-2016,13,43508.5
08-Nov-2016,14,43578.0
08-Nov-2016,15,44454.5
08-Nov-2016,16,47689.0
08-Nov-2016,17,48915.0
08-Nov-2016,18,47845.5
08-Nov-2016,19,46512.5
08-Nov-2016,20,43587.5
08-Nov-2016,21,41042.5
08-Nov-2016,22,36965.5
08-Nov-2016,23,33848.5
09-Nov-2016,0,33103.5
09-Nov-2016,1,32511.5
09-Nov-2016,2,29574.0
09-Nov-2016,3,29361.0
09-Nov-2016,4,29712.0
09-Nov-2016,5,32050.0
09-Nov-2016,6,37221.0
09-Nov-2016,7,43484.5
09-Nov-2016,8,43819.0
09-Nov-2016,9,44556.0
09-Nov-2016,10,43586.5
09-Nov-2016,11,43263.0
09-Nov-2016,12,42851.5
09-Nov-2016,13,42353.0
09-Nov-2016,14,42539.5
09-Nov-2016,15,43274.5
09-Nov-2016,16,46284.0
09-Nov-2016,17,47818.5
09-Nov-2016,18,47342.5
09-Nov-2016,19,45926.0
09-Nov-2016,20,43222.0
09-Nov-2016,21,40912.0
09-Nov-2016,22,36627.0
09-Nov-2016,23,33714.5
10-Nov-2016,0,33228.5
10-Nov-2016,1,32585.5
10-Nov-2016,2,29730.0
10-Nov-2016,3,29868.5
10-Nov-2016,4,30092.0
10-Nov-2016,5,31491.5
10-Nov-2016,6,36184.5
10-Nov-2016,7,41391.5
10-Nov-2016,8,43052.5
10-Nov-2016,9,42758.0
10-Nov-2016,10,40804.5
10-Nov-2016,11,40393.0
10-Nov-2016,12,40065.5
10-Nov-2016,13,40162.5
10-Nov-2016,14,40793.5
10-Nov-2016,15,41648.5
10-Nov-2016,16,44489.0
10-Nov-2016,17,46905.5
10-Nov-2016,18,46296.0
10-Nov-2016,19,44922.0
10-Nov-2016,20,42468.0
10-Nov-2016,21,39467.5
10-Nov-2016,22,36917.5
10-Nov-2016,23,33715.5
11-Nov-2016,0,33498.5
11-Nov-2016,1,32289.5
11-Nov-2016,2,30386.0
11-Nov-2016,3,29551.0
11-Nov-2016,4,30301.5
11-Nov-2016,5,32219.5
11-Nov-2016,6,36519.0
11-Nov-2016,7,40904.5
11-Nov-2016,8,41831.0
11-Nov-2016,9,40989.5
11-Nov-2016,10,39324.5
11-Nov-2016,11,38316.0
11-Nov-2016,12,38469.0
11-Nov-2016,13,39709.5
11-Nov-2016,14,41033.0
11-Nov-2016,15,41609.0
11-Nov-2016,16,43873.5
11-Nov-2016,17,45770.0
11-Nov-2016,18,44351.5
11-Nov-2016,19,42020.5
11-Nov-2016,20,39663.5
11-Nov-2016,21,37009.5
11-Nov-2016,22,33048.5
11-Nov-2016,23,29992.5
12-Nov-2016,0,30321.5
12-Nov-2016,1,29422.0
12-Nov-2016,2,28046.0
12-Nov-2016,3,27204.0
12-Nov-2016,4,26456.0
12-Nov-2016,5,27070.0
12-Nov-2016,6,28806.5
12-Nov-2016,7,31781.0
12-Nov-2016,8,34980.0
12-Nov-2016,9,37123.0
12-Nov-2016,10,37804.5
12-Nov-2016,11,37974.0
12-Nov-2016,12,37728.5
12-Nov-2016,13,37216.5
12-Nov-2016,14,36965.0
12-Nov-2016,15,37408.0
12-Nov-2016,16,40549.0
12-Nov-2016,17,43238.5
12-Nov-2016,18,42207.5
12-Nov-2016,19,39556.0
12-Nov-2016,20,37161.5
12-Nov-2016,21,35107.5
12-Nov-2016,22,33570.5
12-Nov-2016,23,29651.5
13-Nov-2016,0,29159.0
13-Nov-2016,1,28533.5
13-Nov-2016,2,27444.5
13-Nov-2016,3,26297.5
13-Nov-2016,4,25671.0
13-Nov-2016,5,26622.5
13-Nov-2016,6,27378.5
13-Nov-2016,7,29227.5
13-Nov-2016,8,31685.0
13-Nov-2016,9,33095.5
13-Nov-2016,10,33130.5
13-Nov-2016,11,32764.0
13-Nov-2016,12,33774.0
13-Nov-2016,13,34352.0
13-Nov-2016,14,35261.5
13-Nov-2016,15,37143.0
13-Nov-2016,16,41636.5
13-Nov-2016,17,44080.0
13-Nov-2016,18,42586.5
13-Nov-2016,19,40245.5
13-Nov-2016,20,39531.0
13-Nov-2016,21,36396.5
13-Nov-2016,22,32987.5
13-Nov-2016,23,28544.5
14-Nov-2016,0,28257.0
14-Nov-2016,1,27874.0
14-Nov-2016,2,26789.0
14-Nov-2016,3,26651.0
14-Nov-2016,4,26941.0
14-Nov-2016,5,28319.5
14-Nov-2016,6,33121.5
14-Nov-2016,7,39217.5
14-Nov-2016,8,41029.5
14-Nov-2016,9,41890.5
14-Nov-2016,10,42106.5
14-Nov-2016,11,42560.5
14-Nov-2016,12,42782.0
14-Nov-2016,13,42736.0
14-Nov-2016,14,42972.5
14-Nov-2016,15,42924.5
14-Nov-2016,16,44875.5
14-Nov-2016,17,47007.0
14-Nov-2016,18,46664.0
14-Nov-2016,19,45195.0
14-Nov-2016,20,42179.0
14-Nov-2016,21,38172.5
14-Nov-2016,22,33886.5
14-Nov-2016,23,30473.0
15-Nov-2016,0,30169.0
15-Nov-2016,1,29578.5
15-Nov-2016,2,28342.0
15-Nov-2016,3,26987.5
15-Nov-2016,4,26790.5
15-Nov-2016,5,27655.0
15-Nov-2016,6,33248.0
15-Nov-2016,7,39682.0
15-Nov-2016,8,41131.0
15-Nov-2016,9,41667.0
15-Nov-2016,10,41682.5
15-Nov-2016,11,41484.5
15-Nov-2016,12,41270.5
15-Nov-2016,13,41929.0
15-Nov-2016,14,41902.0
15-Nov-2016,15,42490.0
15-Nov-2016,16,44659.5
15-Nov-2016,17,46269.0
15-Nov-2016,18,45212.0
15-Nov-2016,19,44113.0
15-Nov-2016,20,42649.0
15-Nov-2016,21,38927.5
15-Nov-2016,22,34427.5
15-Nov-2016,23,29705.0
16-Nov-2016,0,28901.0
16-Nov-2016,1,28294.0
16-Nov-2016,2,26061.0
16-Nov-2016,3,25916.0
16-Nov-2016,4,25840.5
16-Nov-2016,5,27366.0
16-Nov-2016,6,32117.5
16-Nov-2016,7,37915.5
16-Nov-2016,8,38494.0
16-Nov-2016,9,37902.5
16-Nov-2016,10,37432.5
16-Nov-2016,11,37786.0
16-Nov-2016,12,38357.5
16-Nov-2016,13,37511.0
16-Nov-2016,14,37907.5
16-Nov-2016,15,40137.5
16-Nov-2016,16,43504.0
16-Nov-2016,17,46386.5
16-Nov-2016,18,45862.0
16-Nov-2016,19,44505.5
16-Nov-2016,20,41710.5
16-Nov-2016,21,37783.5
16-Nov-2016,22,33344.5
16-Nov-2016,23,29660.0
17-Nov-2016,0,28817.0
17-Nov-2016,1,28191.5
17-Nov-2016,2,27120.0
17-Nov-2016,3,26780.5
17-Nov-2016,4,26716.5
17-Nov-2016,5,28595.0
17-Nov-2016,6,32922.0
17-Nov-2016,7,38912.0
17-Nov-2016,8,39985.0
17-Nov-2016,9,40502.0
17-Nov-2016,10,40730.0
17-Nov-2016,11,40919.5
17-Nov-2016,12,41188.5
17-Nov-2016,13,40922.5
17-Nov-2016,14,40768.5
17-Nov-2016,15,41743.0
17-Nov-2016,16,44376.5
17-Nov-2016,17,46985.0
17-Nov-2016,18,46302.0
17-Nov-2016,19,44445.5
17-Nov-2016,20,42083.5
17-Nov-2016,21,38813.0
17-Nov-2016,22,35081.5
17-Nov-2016,23,30200.5
18-Nov-2016,0,29434.0
18-Nov-2016,1,29791.0
18-Nov-2016,2,28814.5
18-Nov-2016,3,28122.5
18-Nov-2016,4,28472.5
18-Nov-2016,5,29998.0
18-Nov-2016,6,34672.0
18-Nov-2016,7,41152.5
18-Nov-2016,8,42519.0
18-Nov-2016,9,42659.5
18-Nov-2016,10,42306.0
18-Nov-2016,11,42053.0
18-Nov-2016,12,41176.5
18-Nov-2016,13,41384.0
18-Nov-2016,14,42565.5
18-Nov-2016,15,43417.5
18-Nov-2016,16,45818.5
18-Nov-2016,17,47458.5
18-Nov-2016,18,46319.5
18-Nov-2016,19,44379.5
18-Nov-2016,20,41531.0
18-Nov-2016,21,38008.5
18-Nov-2016,22,34941.5
18-Nov-2016,23,32627.0
19-Nov-2016,0,32428.0
19-Nov-2016,1,31006.5
19-Nov-2016,2,29386.5
19-Nov-2016,3,28074.0
19-Nov-2016,4,27826.5
19-Nov-2016,5,27903.5
19-Nov-2016,6,29195.0
19-Nov-2016,7,33582.5
19-Nov-2016,8,35278.0
19-Nov-2016,9,36972.0
19-Nov-2016,10,36931.5
19-Nov-2016,11,36721.0
19-Nov-2016,12,37101.5
19-Nov-2016,13,37417.0
19-Nov-2016,14,37904.0
19-Nov-2016,15,39110.0
19-Nov-2016,16,42651.0
19-Nov-2016,17,44986.5
19-Nov-2016,18,44028.5
19-Nov-2016,19,41586.0
19-Nov-2016,20,39053.0
19-Nov-2016,21,36153.0
19-Nov-2016,22,33221.0
19-Nov-2016,23,30306.5
20-Nov-2016,0,29252.5
20-Nov-2016,1,29259.0
20-Nov-2016,2,28291.5
20-Nov-2016,3,27026.0
20-Nov-2016,4,25904.0
20-Nov-2016,5,25839.5
20-Nov-2016,6,27190.5
20-Nov-2016,7,28255.0
20-Nov-2016,8,30805.0
20-Nov-2016,9,34012.0
20-Nov-2016,10,36043.0
20-Nov-2016,11,37292.5
20-Nov-2016,12,38496.0
20-Nov-2016,13,38769.0
20-Nov-2016,14,39291.5
20-Nov-2016,15,40680.0
20-Nov-2016,16,44040.0
20-Nov-2016,17,45404.5
20-Nov-2016,18,44384.0
20-Nov-2016,19,42408.5
20-Nov-2016,20,40186.5
20-Nov-2016,21,36874.0
20-Nov-2016,22,33057.5
20-Nov-2016,23,29697.5
21-Nov-2016,0,29620.5
21-Nov-2016,1,29941.0
21-Nov-2016,2,29120.0
21-Nov-2016,3,28343.0
21-Nov-2016,4,27618.0
21-Nov-2016,5,28852.0
21-Nov-2016,6,33326.0
21-Nov-2016,7,39929.0
21-Nov-2016,8,42243.5
21-Nov-2016,9,43544.0
21-Nov-2016,10,44019.0
21-Nov-2016,11,44492.5
21-Nov-2016,12,44713.5
21-Nov-2016,13,44183.0
21-Nov-2016,14,43512.5
21-Nov-2016,15,43844.0
21-Nov-2016,16,46812.5
21-Nov-2016,17,47853.5
21-Nov-2016,18,47038.0
21-Nov-2016,19,44792.5
21-Nov-2016,20,41829.5
21-Nov-2016,21,37858.5
21-Nov-2016,22,33366.5
21-Nov-2016,23,30417.5
22-Nov-2016,0,30105.5
22-Nov-2016,1,29822.5
22-Nov-2016,2,28850.0
22-Nov-2016,3,28097.0
22-Nov-2016,4,27629.0
22-Nov-2016,5,28974.0
22-Nov-2016,6,33701.5
22-Nov-2016,7,40006.0
22-Nov-2016,8,41808.0
22-Nov-2016,9,42219.0
22-Nov-2016,10,41972.0
22-Nov-2016,11,42080.0
22-Nov-2016,12,42515.0
22-Nov-2016,13,42527.5
22-Nov-2016,14,42497.0
22-Nov-2016,15,43550.0
22-Nov-2016,16,47305.0
22-Nov-2016,17,48789.5
22-Nov-2016,18,48171.0
22-Nov-2016,19,46566.5
22-Nov-2016,20,44041.5
22-Nov-2016,21,39998.0
22-Nov-2016,22,35474.0
22-Nov-2016,23,31948.5
23-Nov-2016,0,31590.0
23-Nov-2016,1,31380.0
23-Nov-2016,2,30981.0
23-Nov-2016,3,30303.0
23-Nov-2016,4,29791.5
23-Nov-2016,5,31069.0
23-Nov-2016,6,36326.5
23-Nov-2016,7,42649.0
23-Nov-2016,8,43481.5
23-Nov-2016,9,43901.5
23-Nov-2016,10,43575.0
23-Nov-2016,11,43166.0
23-Nov-2016,12,42959.0
23-Nov-2016,13,42710.0
23-Nov-2016,14,42720.0
23-Nov-2016,15,43613.0
23-Nov-2016,16,46972.5
23-Nov-2016,17,47962.5
23-Nov-2016,18,47650.5
23-Nov-2016,19,46184.0
23-Nov-2016,20,43580.0
23-Nov-2016,21,39241.0
23-Nov-2016,22,34634.0
23-Nov-2016,23,30562.0
24-Nov-2016,0,30478.5
24-Nov-2016,1,30133.0
24-Nov-2016,2,29334.5
24-Nov-2016,3,28618.0
24-Nov-2016,4,28130.0
24-Nov-2016,5,29357.0
24-Nov-2016,6,34640.0
24-Nov-2016,7,40855.0
24-Nov-2016,8,42036.5
24-Nov-2016,9,42394.0
24-Nov-2016,10,42201.5
24-Nov-2016,11,41881.0
24-Nov-2016,12,41903.5
24-Nov-2016,13,42267.0
24-Nov-2016,14,42698.0
24-Nov-2016,15,43691.5
24-Nov-2016,16,46787.5
24-Nov-2016,17,47869.5
24-Nov-2016,18,47581.0
24-Nov-2016,19,46267.5
24-Nov-2016,20,43654.5
24-Nov-2016,21,39632.0
24-Nov-2016,22,35302.0
24-Nov-2016,23,30929.0
25-Nov-2016,0,30549.5
25-Nov-2016,1,30361.0
25-Nov-2016,2,29652.0
25-Nov-2016,3,29090.0
25-Nov-2016,4,28744.5
25-Nov-2016,5,30080.5
25-Nov-2016,6,35270.0
25-Nov-2016,7,41417.5
25-Nov-2016,8,42674.5
25-Nov-2016,9,42392.0
25-Nov-2016,10,41396.0
25-Nov-2016,11,40352.5
25-Nov-2016,12,39998.5
25-Nov-2016,13,39910.0
25-Nov-2016,14,40444.5
25-Nov-2016,15,41851.0
25-Nov-2016,16,45173.0
25-Nov-2016,17,47048.0
25-Nov-2016,18,46099.0
25-Nov-2016,19,44567.0
25-Nov-2016,20,42176.5
25-Nov-2016,21,38781.5
25-Nov-2016,22,35582.5
25-Nov-2016,23,31521.5
26-Nov-2016,0,30813.5
26-Nov-2016,1,30882.0
26-Nov-2016,2,30266.5
26-Nov-2016,3,29158.5
26-Nov-2016,4,28387.0
26-Nov-2016,5,28713.5
26-Nov-2016,6,29980.5
26-Nov-2016,7,32749.5
26-Nov-2016,8,36180.0
26-Nov-2016,9,38456.5
26-Nov-2016,10,38590.5
26-Nov-2016,11,38210.0
